cleaned_text,label
beat ya bitch pussy up every time i see her like a bully then send her outta town wit cookies,0
that bitch already got past demons in herseeding her up just gone fuse more,0
searching the incredible story of white mans quest to find the ingredients necessary to make caribbean jerked chicken in redneck land,0
do it you pussy,0
according to you my place is in kitchen excuse me while i take out the trash,0
i loved her as much and as long as i could ma niggah,0
karma a bitch but she cant figure me out with the shit im doing,0
i love asian bitches,0
rt i know cunt nugget,0
yall aint gots no colored folk on da show i tinks dats be racist and shit thetoddshow,0
rt my dick is called cute relationship because its what all bitches really want,0
y se acab mexico wins thats my team bitches vivamexico,0
this bitch said which one are you lmaooo i hate her,0
you fucking fag this is exactly what i am talking about women are pigs,1
rt my wifes doing some sort of bootscootin while singing a little less talk and a lot more actionwhere was this ho,0
rt ladies if your pussy sounds like this please hit my dms i need you for a science project,0
rt rough face hoes be having all the kidswho did this to u self esteem issuesmore kids secured love,0
i had to hug the block you bitches just wave at it,0
rt people who focus on skin tones for dating someone are fucking retarded and brainwashed,0
rt pop a molly why dont you hoes start poppin some birth control,0
fucken pussy,0
rt why did you give birth to me you bitch,0
shut your legs hoe,1
vp joe the dildo still wants your guns hey joe fu oath breaking prick needs to be routed out hows it feel to be honkey whippin boy,0
they be hating on my girl tho but they wish they was the bitch they hating this song go,0
rt chrisbrown a bitch hittin a woman jayz a bitch lettin a woman hit him bitches needa make up ya mind yah want yah a,0
amp my sister is really going to fucken deny it but yet sprays the room with febreeze like really bitch why are you going to deny it,0
if i ever put ma trust ina bitch ill always be hurt,0
would you be interested in some eggplant rt twerk on me,0
last night was well fun lmao you got some pussy didnt ya vern unfortunately no lol,0
congratulations you are officially fucking retarded,1
both you boys need some pussy damn,0
on the first day of school my backpack had no paper and no books all it had were granola bars a brownie and a bag of cookies,0
bitches swear up and down they pussy the best but aint,0
i havent seen that hoe,0
look at this bitch feet how is she high fashion cuh,0
rt any bitch that has ever had a problem with me aint checked shit but my twitter nbs,0
i kinda figured a lil bit when u said bitch u cute,0
got uh bitch dat set it off like jada pickett,0
spiked that bitch damned nailed her down,0
bands will make her dance stamps will make her twerk if romney becomes president these hoes will have to work,0
feel like im at home when im in dis bitch,0
my flow retarded,0
mean bro fucking faggot,1
kick down your door and smack that bitch rt make me wanna ride past ya house and sit,0
shoutout to my mamma cause she aint raise no hoe,0
you say you classy and sadity i say bitch you a tease,0
my arguement with shes the baddest white girl is shes trashher argurment with shes trash is but shes paid,0
touchdown with on the clock michigan some hoes,0
you need to insert a chill pill up your ass twice a day until your bitch assness goes away if the problem persists see a doctor,0
rt stick by his side and dont give his pussy up,0
todays spy ops his soles need a cleaning lick lick i bet this cuties sneaks smell good,0
rt i really need to take my rose colored glasses off though i gotta stop thinking everybody does shit with good intentions,0
not about to play these games with this bitch,0
what is this the are doing today using those wooden things and making it all the way around the bases weird,0
rt oh i wouldve stood up fall back hoe,0
if youve ever been to drunk to fish you might be a redneck,0
rt if i see a bitch walking around wearing what rihanna had on ima grab a titty and hoe i dare you to get mad we can fight ab,0
rt so i see no ones participating in the twitter purge pussies ihopeitssuposetobetonight,0
rt i hate trailer trash,1
rt rt it used to be a shame to be hoeprostitute with social media they call it hustling lol,0
not fun when you have braxton hicks and cramps regularly from moving around you try it,0
rt original bad bitch,0
my bf loves crows thought he might enjoy the last tweet,0
yeah hoe,0
it wus yo fat ass that filled out the application to work there not me bitch,0
nigga chill throw me in the jungle watch me come out with a gorilla monkey cheetah coat,0
the bitch who shot cj is going upstate now he can rip,0
im on my way to the gym already but thx bitch,0
ya fag,1
i mean i guess i start using this again since faggot facebook blocked me for saying mean things to lady gaga,0
straight up your hoes can wait,0
rt i be in the pussy like,0
i hate stupid bitches who cry for stupid reasons,0
lil wayne has fucked every bad bitch in the game,0
its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy,0
ohh bitch i gotta go fck with my girl my second lil family frfr,0
rt now youre having my twins rt get that pussy ate rt rt you,0
those guys are pussies,0
rt this whole week was trash,0
rt look ghetto but it work,0
rt here she go being a hoe againdog,0
one thing i always tell my lor cousins big cousins my bitches ampamp niggah u always gonna be good regardless,0
dis bitch by my side and ill never be broken,0
she gonna pop that pussy for a real niggaa,0
niggah this shit serious aint no one laughing,0
rt kayci and i greet each other by saying hey cunt like it makes me lol the only person okay with me cal,0
rt mayweather a lil bitch this nigga out here dancing,0
oh no not whitney it cant b true gtsob sob weep soblt oh the crack industry has lost their champion ripwhitney ya dumb bitch,0
i dream about having twin girls a lot yea karma i know its you bitch,0
these bitches love sodaa,0
im just saying its not like you were up against a birdeating spider or something bet coulda done it,0
bitches will be bitches,0
rt u a faggot if u heat up leftover pizza,0
looks like a tool but is useful as a clay hammer fag,0
cause lsu trash rt why they doin the college playoff ranking shit so early,0
this fat bitch got all huffy cause she took too long to make her turn so i took it so she mouthed off to me girlbye,0
dear whores dont tell me i cant dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap,0
rt my ex bitch keep tryna be my next bitch when she called me tha other day i told her give it a rest bitch,0
moving has been a bitch this weekend,0
oh i am she cool though might off her a brownie lol,0
knocked that bitch soul out her body lol,0
dying oh bitch exit my mentions her last era was huge album tour golden globe cont,0
ive got saltine crackers and red wine here is it possible to diy a communion i uh havent been to church in awhile tbtweets,0
rt happy birthday to my little ass cousin who doesnt remember who i am hope its a good one fag,0
im only driving drunk cause this bitch drove me to drink,0
me bitch im tryna keep a clean track record the fuck bruh,0
i gotta bad bitch always got her hair fixed always n the mall wit her friends buying outfits,0
twitter is for fags,1
rt i just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs giggles and rts,0
stop texting these hoes good morning,0
females never understand that guys dont give af about females that they dont like liking them stop trippin he dont know that hoe,0
maybe she wants to be more than your friend or maybe shes a stupid bitch you never know until you make her cum,0
shit i have stalkers and obsessed bitches and crazy ex bitches after me my life is wonderful,0
other then the faggot shit macklemore actually a really good artistbetter than alot of rappers,0
this picture on weibo made chinas censors add big yellow duck to its list of banned terms,0
when you know for a fact you got a woman who loves you other bitches dont even matter,0
as long as the lakers trash from now on i could careless and thats real cc hahaha,0
rt bitch for who gap rt im a model yall bitches cant tell me nothin,0
hey bitchadam showed upbring more beer,0
dat mean u ugly hoe if only getting fuck doggie style plies hot nigga,0
percent of the trash we dump in the sea is missing this is not a good thing,0
bitch,0
if you a bad bitch put ya hands up high,0
the bitches act like they dont be in the club with they ass all out in too little ass skirts amp shorts giving em yeast infections n shit,0
rt this bitch think look like rihanna,0
how many fuckin fags did a even get shouldnt be allowed into my wallet whilst under the influence haha,1
rt gotta keep these hoes on point,0
rt what faggot complained about stretch marks my nigga them shits taste like the swirls on cinnamon toast crunch,0
rt cheers to you you stupid bitch,0
rt dont watch me you beta watch your bitch nigga,1
these bitches even worst theyll send them guys for you,0
rt sav is a fag,1
rt you realize im going to have to get out all those horror and other poems i wrote abo,0
lol you tell that bitch,0
rt snip snip hoe,0
rt she my lowkey bitch the one i ride lowkey with,0
i dont want to have sex with my gf because i feel like im using her anonymous whata faggot,0
rt nigguh waldo had chipotle waiting for him at his house lucky soab lol,0
these bitches need guidance,0
dont believe aps hohum tone latest poll is great news for republicans hot air,0
rt lmfao rt if you watching porn amp beating off amp yo homie text u amp it show his name in the banner youre a faggot,1
those little isis faggots usually have bags over their heads anyway makes bullet placement interesting thru a scope,1
money hoes and clothes,0
rt why is there a pussy screaming on my tl,0
i tell bitches i got that its ike turner syndrome,0
rt white bitches win again smh i fucking hate you,0
these ut hoes be goin,0
no matter how much you bitch and complain america is in better shape to how obama found it period,0
yall niccas spark up,0
i swear i heard that bitch creak,0
your acting like a spoiled little faggot have fun,1
rt im in this bitch yaaa i do my thanggg,0
nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol,0
rt them other bitches aint got nothing on me i can tell by how your still fucking with meeeee,0
when u hitting it from the back u gotta call her bitch they love that but dont u dare call em slut,0
hes a little bitch in general fug seattle,0
bitch,0
rt these bitches self esteem built off likes and their principles built off instagram memes,0
im at home throwing up taking care of my kid yet im a hoe oh oh okay,0
me bitch,0
pantera minutes alone minutes pussy boyill crush you,1
rt how im a hoe if i only fucked men bitch cuz they was best friends,0
rt years of eating and still no beard more of mythology rt when you eat pussy it helps yo beard grow this is s,0
dont call my buddy cambron retarded man smh thats rude,0
you a faggot if you bring a jacket to work and keep it at ya desk bc the office is cold,0
thank you charlie happy thursday,0
niggahs need to keep there bitches in check,0
fags,1
you a shoulda coulda woulda ass niggah ima wish a niggah would ona hood ass niggah,0
i guess ill just trash this drawing because of roster changes,0
rt ill kill this bitch no hesitation,1
ima keep on giving these pussy ass niggas ah reason to hate,0
rt i hate wen a bitch fart den be like uughh uuuu fartedno bitch clearly u did ill let a mfa kno wen im fin to,0
red meat trash,0
fat hoes get chose lol,0
i get what that girls point seems to be but colored people died during the holocaust and if thats a picture of the holocaust idk,0
hoes like when you honest they say its different,0
answer my snapchat faggot butthurt,1
balling like im stunna bitch,0
these hoes keep callin but i aint pickin up,0
you a world class hoe,0
i got more private tracks than public on my soundcloud i needa finish these joints so i can sick em on yall hoes,0
rt only low self esteem niggas walk around braggin about bitches he fucked they have something to prove to ppl,0
told you them bitches was mad even g,0
well wouldnt coast you that much but i dont see you going bass fishing with a bunch of rich rednecks either,0
be my backbone every nicca need a spine,0
rt just days until yankees pitchers and catchers report,0
pinto grigio dreams turned into moscato reality,0
ill try tomorrow rt gonna try and eliminate the word bitch out of my vocabulary i need to start bettering myself,0
then i went inside in order to hide from mutant bird,0
weont get head from hoes wit overbites,0
gotta remind myself to put da phone down sometimes cuz i get sidetracked when i see all these bad bitches n den get mad cuz i cant meet em,0
rt my sister shittin on you hos once again wodeh bout dat action,0
why these bitches be gettin instagrams just to post pictures of other bitches i dont get it,0
omm this bitch dumb ass fuck,0
rt this bitch wit a baby ask me to switch seats so the family could be together i said bitch my family wasnt together,0
rt idk why your favoriting shit hoe bye,0
gotta for the bitches outta line,0
i smell i smell i smell pussy,0
its ya boi popsley da ar aka the real meek mills i was on this earth first pussy,0
all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms amp aunt jamammis fakin da funk,0
rt hella bored doing laundry like a bitch i sincerely hate your soul,0
rt shut up bitch,0
guy tweets i wanna eat some pussy follower replies facts girl tweets i wanna suck some dick follower replies hoe not fair,0
rosco would get jealous though he a bitch,0
ima get this so every time i throw trash away its where it really belongs,0
these niggas aint shit but hoes with tricks,0
bitch u guessed it,0
i aint cuffing no bitch thats out here posting sex gifs but maybe im just different,0
rt and if you aint a hoe get up out my traphouseeee,0
bitch am dumb bitch am smarter than yo fat peter griffin looking ass,0
rt thanks for ignoring me faggots im locked outside,0
yeah i like them too but im not annoying ass bitch about it support them but dont bitch,0
bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale,0
i jus wanna smoke rub on a bitch booty n bump these days,0
that pussy fat whatchu feeding it,0
rt miley cyrus pussy probably taste like wet dog she has a negative ass and the bitch looks like justin bieber she so ove,1
rt charlie crist refuses to back down from racebased attack on gop,0
they had a steak category ran that bitch like a busto,0
rt when said fast bitch i call her bizzy busy cause she only bone thugs,0
ps and case is still in the trash can idgaf anymore,0
rt well i felt sorry for her before but that was stupid still though is a bitch who wont try that wit,0
i need a bad bitch thats gon treat me good,0
i look like a dusty bird today,0
yer dirty pussy,0
rt amp fuck these bitches,0
subtweet me one more time you dirty chink whore,1
shara fuck you in ya pussy you know what i meant mf,0
rt lmfaoo rt lmfao rt lmao rt you niggers move sooo fast,0
its still spring bitch,0
and my mom was really getting me a car smh hoe f u for dat,0
rt leavin no hope for these hoes,0
bwahaaaa i just choked on an oreo cookie im figuring this may have something to do with it,0
why not animal crackers i want animal crackers shaped like master chiefs and trolls and guns and shit thatd rule,0
damn son maybe he didnt know it was ya piece he was just tryna get some pussy breh,0
i cant believe im jealous all i can think is what goddamn bitch was in your room to take a pic of you in bed with your shirt off,0
ill bitch slap you to the shadow realm,0
yo bitch stay lookin like a clown,0
easy cum easy hoe thats a fact,0
if she can suck your dick with a dip in shes not only a keeper but a true redneck woman kims dad,0
rt dont block me because you think a post is about youjust ask me like a boss you employee ass bitch,0
ion sneak diss on broke bitches,0
fucked your bitch and left her like,0
a hoe nigga will not be tolerated,0
i swear to god some hoes look like they take the same exact picture everytime change it up for once godamn ratchet,0
i am so damn done dealing with hoes with kids puerto rican dominican i dont care,0
ugly bitches get no love,0
she sent me one back but i aint even read it cause pussys only pussy and i get it when i need it,0
rt the most likely signs to be crazy bitches aries taurus gemini cancer leo virgo libra scorpio sagittarius capricorn aq,0
charlie crist has asked to keep polls in broward open until pm claiming long lines media reports say turnout light in broward,0
gucci fucked a lot more famous bitches but he the type to not have to speak on itwonder who opened their mouth,0
rt aye bro you kno how this shit go we in this bitch solid af running free the st,0
i love how hoes be like omg warped tour yayyyyy gaaaaaaaaaaaay,0
we delivering bitch,0
you cant treat these hoes like ladies,0
but she is a hoe idk about that,0
literally was in the best mood and bitches literally killed my vibe,0
shine on them hoes,0
re alexander skarsgard my roommate has declared hes a sexy albino lizard i dont know how thats sexy but it kinda is,0
facts what baldheaded bitch made this shit lmao,0
bitches tryna be down but i aint for that relationship life right now,0
i know how you feelwaitno i dont perfect week for me would be yanks not getting lee gosox gopats,0
my baby boy asleep with my monkey that i had since i was little i love my son so much,0
yall hoes messy on god nbs,0
used the dollar menu amp spectate at the mall but now im buying that bitch out cause shit i want it all,0
dammit now im the only one with a fucked up tranny,0
rt bend over and pick up that trash,0
rt bitch,0
manual labor so trash,0
your a greaser,0
have you ever popped champagne on a plane while gettin some brain whipped it out she said i never seen snakes on a plane,0
rt this nigguh chris paul,1
come for the brothas and other moc about culture differences like bitch plz,0
rt when people say coloured,0
see when you paid them bitches pay attention but when you broke you never mentioned so fuck em and keep it strictly pimpin,0
rt smh rt yoo what a fuckin ego bust pussy,0
rt so damn sick of that damn lie smfhskinny girls look like iphones when they jeans come off bitch stop lying,0
why would a white man even go to a nigger hell hole of detroit an ive worked in a town how yall good niggers,0
niger,1
shoot that nigga an his shorty bitch,1
i think about the fact that dinosaurs evolved into birds every time i eat chicken dinosaurs are delicious,0
my cat just rolled on me and said lets go run a game of bitch,0
rt eddy murphythe first celebrity to be spotted in public with a durag and a white bitch monumental duraghistoryweek h,0
rt lol thats grwn man shitnd bitches b loven it,0
shut the fuck up fag ill beat the shit outta you,1
why would i need to call her and bitchcunt to your face im talking to her not you dumbass,0
bitch boys,0
im from southchicago so i know its bad butbitch it aint like you live in englewood foh,0
webbie to retarded,0
gonna surprise earl with a tranny best ever fucking spent yes,0
photo no filtering bitches turntup webad wepretty gayvegas rupaulsdragrace barb minaj,0
rt going as candace for halloween lmao ugly bitch,0
posted a new song guala,0
rt i always waste my time on irrelevant bitches,0
briahna told me the best advice i ever gave her was that it aint nothing to cut dat bitch off lmao,0
if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash,0
awk u dont like your own nephew cousins bc our race lmao broke ugly bitches fuck them we dont need them,1
rt isnt ebola a type of soup naw nigga its a country my bitch is from there she ebolian,0
sgp still in bitches dms,0
aye were da fawking ginzos of fawking queens and fawking nassau,0
damn i hate a bitch that like to argue and shit,0
bitches be having a nigga but want to be another nigga wcw bitch it dont work like that,1
naw hoe let me see if you got keisha,0
lol ike turner,0
rt cheese crackers lacking,0
freeelchapo is trending why cus french montanas bitch ass you fucks that think selling drugs is cool are the lamest posers,0
im an early bird and im a night owl so im wise and have worms,0
i dont have no type bad bitches is the only thing i like,0
well hes a cunt and he can suck my ass,1
i aint trippen off you no mo i done dropped you knocked owe i could neva be a foo for a hoe i put,0
a dick has a sad life his hair is a mess his family is nuts his neighbors an asshole his bestfriends a pussy amp his owner beats him,0
see dis what happens when a colored man move into s neighborhood he aint been sick fo days,0
its me hoe its me hoe shhhhh,0
i jus wanna watch this last episode of orange is the new black but netflix jus wants to be a bitch,0
i gotta find them i know cali got them hoes,0
some of you bitches are dumbbbb,0
rt ghetto sour cream,0
nobody should ever have sex with a dirty dick or pussy that says a lot about you if you fuck em knowing they smell like chitlings,0
mom said i couldnt have chocolate milk past nine so i punched that bitch in the pussy satan,0
rt like you have to be borderline retarded not to see andre s elite skill level for example yep this go,0
i hopes dis aint cause he colored cause i knows he be actin all nigga like,1
like hov said we all ghetto b lol,0
when you hear ya homie with no hoes lying,0
rt i love dez but right now hes trash right now weeden theres others that are open,0
i was like this bitch better chill oh hey maria,0
rt poont gotta be trash,0
rt when kendrick lamar said i call a bitch a bitch a hoe a hoe a woman a woman i knew he was onto something he was pre,0
peace my negro,0
nah mimi a bitch,0
annoying bitch that i love judyanns so pretty,0
hi yeah trolls are annoying but dont concern yourself with them theyre all twats amp have no life lol just ignore them x,0
im tryna turn ms to bs innis bitch and i aint never paid to be wit no bitch,0
gab and bri both fell asleep on me hoes,0
only dumb bitches r in th,0
rt rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,0
you a fucking wigger so stfu,0
bitch where u be fuck nigga,0
fuck im such a bitch,0
funny to read retard liberal tweets but anand u didnt delete salwar tweet anyway say hi to digvijaysingh,0
bitch,0
a bitch in my math class right now is actually eating just straight up nutella wereyouraisedinabarn,0
rt that look after you just put a bitch in their place,0
rt damn i hate a bitch that like to argue and shit,0
rt my bitch makes your bitch look like precious thebooty ohgawd bae,0
bitch i will kill yo vibe,0
rt i really dont be tryna hoe nobody i eat we all eat literally,0
rt this bitch is garbage at gta,0
triple fudge brownie chunk ice cream lifechanging,0
bitches saying ray rice got what he deserved but just a month ago wanted this man free,0
wouldve liked some more backup but i can handle myself against a gang of retards,0
blessjesus the crown of his head to the sole of his feet,0
thats how you let the beat build bitch,0
bitch what i dont give a fuck what you say but dont fuckin lie on me you hairy bitch,0
amp had me so high off the monkey nutts yesterday nbs,0
rt lifes a bitch youve got to go out and kick ass,0
i can hear my mom playing flappy bird in the living room,0
see thats all gill and green bitch ass they didnt help me get my schools either yall still in the tournament,0
life aint shit but bitches and money,0
a nigga who gets alot of bitches is not gonna value you like someone else would youre just another one lol cut that out,0
when people refer to their girlfriend as their bitch i know how it sounds but its how we mean it lol,0
seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to seeha guess those in hw dont,0
rt some of you bitches arent built to wear certain shit,0
i like my seat down low and my window slightly cracked riding wit a bad hoe wit her girlfriend in the back,0
i couldve swore everyday was jus sayin i had all the hoes like days ago no im gaywhats next i gotta baby on the way,0
rt the shocking true stories behind your favorite classic fairy tales via,0
rt media be like muslim whale attacks us navy muslim tiger attacks zookeeper muslim bird attacks eiffel tower mu,0
i was never mean to you after we broke up you keep making me seem like an ass i never went off to party and fuck bitches,0
rt youre a pussy you have more cargo shorts in your avi than fucks i give,0
i cant wait to post the designs of my new walkout shirts sweaters and hats should have the official mock up done tomorrow theyre sexy,0
rt you lil stupid lil bitch she aint fuckin with you bug sean voice,0
celtic means white trash if someone says theyre celtic it means theyre white trash,1
the jig,0
gobble de gook,0
did he say wayne chung bitch,0
tattoos are about expression not meaning one mans trash is another mans treasure,0
rt how you pressed over some pussy you never had,0
why do bitches come to school wearing stripper heels to school makes no sense,0
col sanders part and those sons of bitches they dragged it out and extended it and watered it down that im so goddamn mad,0
this bitch crazy,0
rt adam henrique cleans up the trash in front of the net tying the game for the njdevils with left in regulation,0
you niggas puttin bitches you havent even fucked yet on a pedestal scratch her off your hit list b you aint never hittin that,0
the nerve of these hoes,0
man i do have hoes and they are all in the same location,0
bitch i called yu back,0
this nigga know damn well you a coon,1
epic mickey time nahh two and a half men while i shiver tht sounds more like it,0
niggas go crazy over bitches now a days like calm yo happy ass down,0
twitter is twitter bitch twitter is life,0
those tell me about yourself lookin ass niggas ima crazy bitch thats all you need to know,0
the only time i screamed was when tyrese tackled that hoe ass bitch thewalkingdead,0
today was just joints on joints on joints of some reserve wit my niggah smokindrankin,0
rt juice should have been dead his bitch ass sonsofanarchy,0
rt nah we still up rt all the flat booty bitches asleep yet or nah nope we outchea,0
this shit sooooooooooooo trash,0
ahah fucking queer kill urself,1
dem niccas run plays too quick,0
i hate when people tweef and then delete the tweets like yalls some hoes for that im trying to read them,0
real nigga need a real bitch just somebody i can chill with,0
rt fuck wit us and then we tweakin hoe,0
bitches fuck wid me,0
rt charlie crist doesnt have any more political parties to join but he could become a spokesman for a fan company,0
hope shes larger than a bird,0
your bitch frontin thats you my bitch stuntin thats me,0
omg rt when yo side bitch find the gift you bought for ya girl lmfaoooooooo,0
when you aint had pussy in a hot minute,0
rt rt if youre on the slope to and still feel,0
these folks so bad im just here to talk trash,0
murda mook,0
if these hoes aint lying about being fat they hiding a backpage profile some where,0
rt lmao that hashtag had me dying princess hoe needs to get a twitter lol,0
trust me when i say foot stomps hurt like a fucking bitch,0
rt feminism noun the perverted political ideology of hateful bitches too fat to get in airplane seats gt,0
rt i need me a bitch that can dance lmfao this is ode,0
bill smith dds mtv odb lgbtq mma nfl aflcio bitch pick one fucking hate you i know you proud but shit,1
bitch niggas pay for hoes just to lay with hoes relax one night youll pay to stay with hoes,0
when you tell a dark skin bitch to send you some sexy shit,0
thinking about trying to get pussy like,0
rt just checked my watch n that bitch said sometimes,0
rt females always talk about how on point their nails and eyebrows are okay bitch your personality is still shit though,0
picture time outside of metro fucking fags,0
ima spread that pussy out like a acre,0
rt tbh i left all my hoes alone,0
degenerateartist aint fuckin around with allahs retard crestgt i got blessed by jesus and you are not next you fake ass textgt,0
i love this bitch hes dear to my heart,0
i wonders why dare aint no colored folk up dare,0
freaky bitch eat the dick while im playing madden,0
squad builders gets you bitches,0
pillow talkin to bitches i see her she bad but nigga she basic,0
i hate pretty bitches that chill with lame niggas,0
some bitches need to get a life,0
no i dont own the pussy i just sample it,0
rt when the nigga with the aux cord playin some trash shit,0
if a spic ever talks to a white person and the white person kills them its self defense,1
one good girl is worth bitches,0
bitch what,0
my fault it sound like it fucc nicca,0
lol thanks bitch hahah vegas aint ready for us lol,0
why am i being such a bitch today lol,0
rt ctfu hell yea yo bitch ever got out,0
dont tell what the fuck to stop with nd if you think its protocol to put shots in someone whos unarmed youre a retard,0
normally i would say she must have a great pussy but since ive seen it thats not true so idk what it is,0
rt bitches always uploading pics of a famous couple doing simple shit like holding hands talkin bout want this bitch r,0
rt bitches see a picture of a couple walking on the stairs together and caption it goals bitch all they doing is going,0
leezy got all the bitches,0
i got the streetz ina head locki got yo bitch ina leg lock,0
yes bitch you still in love in rich she lying,0
i was smoking a blunt outside and these nasty country bitches jumped into the lake naked that lake is nasty as fuck,0
finger my throbbing pussy slowly as i cum on ur face,0
rt fasho youve been officially hired as my bitch,0
rt fxck outta here hoe,0
rt youre a fucking queer,1
two of the best yankees derek jeter and joe torre joetorreday,0
rt this bitch playing volleyball in timberlands edmondson kids,0
baby pussy cant be your only hustle unless u bad as naomi russelli mean a lot of ppl got moneyso basically russell aint the only russell,0
speak english prude ass white bitch,0
its not always good to have haters sometimes youre just a stupid bitch,0
rt larry elder is an uncle tom i cannot believe how he is degrading a child,0
not eating pussy is unamerican,0
the white girls u should holla at but nooooo brothas go for the ugliest bad built hoes ever,0
boy yung thug is a fag,1
trust me when i say you shouldnt trust her if she tweets from bae to bruh real quick only hoes can drop niggas real quick,0
photo anarchoqueer anarchism stands for a social order based on the free grouping of individuals for,0
just saw the baddest bitch in life walking down the street if she didnt have that aeropostale shirt on i prolly woulda gamed her ass up,0
rt gimmmmmie a hoodrat bitch,0
why the most ratchet bitches be talkin shit yall got nothing better to do but talk shit pick up the liq and hop on a dick,0
teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism,0
sad that girls look up to kim so much like damn she got famous from being a hoe and making sex tapes we need to find better role models,0
i am working fag,0
pussy,0
rt bae lemme see your phone if you dont have hella hoes me one sec,0
rt nevertrustabitch never trust a bitch who has a fresh copy of master p album,0
nigger,0
rt i peep a lot of shit and i just laugh cause these hoes some actors,0
why do bitches put fuck a bio in they bio technically u still wrote a bio,0
rt out here sending hoes clean off fse,0
rt dorks are fucking bitchmagnets sorry,0
pennsylvania is white trash and is so are all pennsylvanians,1
pornandroidiphoneipadsexxxx closeup amateur pussy player milf close up,0
if youre into unlocking badgesstickers online you should have to wear them around in real life so the rest of us know what a cunt you are,0
sup bitches,0
yourenotmytype if my fade is perpetually fresher than yours thats a real ass bitch rite there,0
you like men faggot,0
lmfao putting on for twitter i see fat bitch,0
when a fat bitch want you and a skinny bitch cant cook nothin for you these hoes aint hungry,0
sweetest bitch youll ever meet,0
rt hate when bitches be havin that big gap in they boobs shit look ooberly childish,0
rt never trust a yall so cute ass bitch they just waiting to strike,0
i got yo bitch dick whipped,0
im okay with rasor talking trash,0
keep it g i never fucked a squirter bitch,0
ight nigga tonight at c burg mall bitch,0
just cleaned this bitch boyfriendstruck clean insideandout ram tookforever nofliter,0
aye its a lot of niggas out here that cant fuck a bad bitch unless they get her drunk smh preach,0
just got rich took a broke nigga bitch,0
i was raised the person that uses a gun and cant take an ass whipping is a pussy,0
rt snail hoe my parents just left they gonna be gone for mins snail ok snail hoe im horny af snail,0
u stupid bitch,0
yasss brownies amp ice cream,0
you still needs to give it to me bitch im on youtube and rhapsody with it ya cock,0
eggnog trash,0
fact females that tweet all the dayum day r hoes that need attention ijs wontgetme,0
although i will concede that bitch bought into the funnel bitches to dwight nopedo tho,0
rt if i hit you wit that shottie bitch i bet ya body flip,0
shut the fuck up your wack as fuck garbage mohawk having faggot stop making music and shovel my snow scrub,0
new bitch already and its the second episode,0
rt i told yall side bitches w motives are more powerful than u think but im sleep,0
rusty hoe to bumpin me needdaname,0
even that bitch has to admit something isnt right with our socalledleader,0
thats lil nig,0
pepe because his defending was outstanding his tackles were accurate nd he did hos job perfectly in both legs,0
too pussy or what,0
its winter up this bitch,0
lmaooo djs stranger danger im just a coon,0
rt me and are in our yellow submarine rn,0
lmao bitch shut up,0
if you dont say thank you after someone holds the door open for you youre a bitch,0
first the white bitch wanna ask extra questions amp shit amp be a lil bitch about everything with her skinny ass,0
free lee bitch l,0
youre dismissed bitch not in the mood for fucktards this morning blocked,0
rt what the fuck rt killed two birds with one stone,0
because ians retarded,1
rt cause im as free as a bird now and this bird you can not change,0
today is gameday iubb i need iu to win so my jersey can arrive hoosiernation hoosiers,0
gouache inktober oldpainting mt tiki wahine surf monkey bright happysunday peace wishing,0
next sunday faggot,0
rt if i was obama id call a press conference amp slit joe bidens neck on live tv just show these crackers i mean business,1
damn hoe you so ugly even hello kitty said goodbye,1
you boney little hoe smile for the day this is funny,0
thats still my pussy,0
black bitches be boisterous belligerent buffaloes alliterationtuesday damnismartallofasudden,0
rt lana uses the term bad bitch in a uv track ive never been more proud,0
bitzy probably popped a percocet before she had these drinks with mellie she seems like that kind of of trill ol bitch scandalabc,0
maybe he can call hootie back up he dont answer me anymore but still have crows,0
rt statistics dont lie if you like gun control youre a queer guy fd,0
rt absolutely perfect day in london suns out gona be a cracker at wembley tonight yeaaaaahhhh,0
the only place i ever ask them to drive me is to the rave for shows and they fucking bitch about that,0
rt rt looking forward to sitting down with president obama for our th anniversary broadcast this sunday ho,0
apparently i got chunky for my bday worse bday present ever lol diettime,0
why you fuckin wit a niggah if you aint fuckin wit a real niggah,0
if the faggots can have a page y cant theyfaggots offend me more than them,1
rt draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati,0
rt if you hate me i dont care new flash bitch i dont live to please you aha,0
even the birds think this waking up early thing is bunk,0
amp these bitches bound to get hurt cause a lot of these niggas be playing,0
rt how u talkin to hoes bout bronemwhy u talkin to hoes bout bronem,0
she said to bring a bitch of mine done,0
you mean trash,0
miss you ya fucker send me a txt every now and again like ya used to all ill do the same ya twat p,0
venti iced water make it snappy hoe,0
you bad little bitch,0
aint shit without my scale bitch i live that bag life,0
rt i see you again didnt election bird for government america that okay i guess i just take this free cookie for everyo,0
